id,response
2141,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [ ""Lipschitz constrained networks"", ""Wasserstein distance estimation"", ""Certifiably robust classifiers"", ""1-Lipschitz neural networks"", ""Classification"", ""WGAN discriminator"", ""Generalization"", ""Accuracy-robustness trade-off"" ],
    ""Q4"": ""None""
}"
2148,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Adversarial attacks"", ""Deep clustering models"", ""Robustness"", ""Generative Adversarial Networks (GANs)"", ""Unsupervised defense approaches"", ""Face++""],
    ""Q4"": [""Data science"", ""Face clustering API service""]
}"
2160,"{
    ""Q1"": ""Another type of attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""dataset distillation"", ""dataset factorization"", ""HaBa"", ""Hallucination networks"", ""Bases"", ""adversarial contrastive constraints"", ""compression"", ""classification tasks"", ""cross-architecture generalization""],
    ""Q4"": ""None""
}"
2161,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""backdoor attack"", ""poisoning-based attack"", ""deep models"", ""feature consistency towards transformations (FCT)"", ""sample-distinguishment module"", ""secure model"", ""backdoor removal module""],
    ""Q4"": [""None""]
}"
2162,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial robustness"", ""Mixed sample data augmentation"", ""Mixup"", ""CutMix"", ""Regularization"", ""Pixel-level regularization"", ""Generalization"", ""Theoretical results"", ""Loss function perspective"", ""First layer parameters"", ""Design choices"", ""Hybrid version"", ""Gaussian Mixup"", ""Empirical study"", ""CIFAR-100"", ""ImageNet classification""],
    ""Q4"": ""None""
}"
2166,"{
""Q1"": ""None"",
""Q2"": ""Other aspects of adversarial machine learning"",
""Q3"": [""Neural Reflectance Field"", ""Multi-view scene reconstruction"", ""Single-view images"", ""Point lights"", ""3D geometry"", ""BRDFs"", ""Shading"", ""Shadow"", ""Inferring scene geometry"", ""Depth discontinuities"", ""Novel-view synthesis"", ""Relighting""],
""Q4"": [""3D geometry""]
}"
2179,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""3D reconstruction"", ""Articulated shapes"", ""Sparse image ensemble"", ""3D part discovery"", ""Self-supervised"", ""Deep features"", ""2D-3D consistency""],
    ""Q4"": [""animals""]
}"
2182,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial training"", ""Complementary labels"", ""Gradually informative attacks"", ""Adversarial optimization"", ""Low-quality adversarial examples"", ""Warm-up attack"", ""Pseudo-label attack""],
    ""Q4"": ""None""
}"
2183,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Imitation learning"", ""Policy learning"", ""Reinforcement learning"", ""Behavioral Cloning"", ""Adversarial Imitation Learning"", ""EfficientZero"", ""MCTS-based RL"", ""DeepMind Control Suite""],
    ""Q4"": [""None""]
}
"
2184,"{
    ""Q1"": ""Model extraction attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""text generation APIs"", ""IP protection"", ""Watermarking"", ""Conditional Watermarks"", ""null-hypothesis test"", ""ownership verification"", ""imitation attacks"", ""IP violations"", ""word distributions"", ""watermarking rules"", ""architectural mismatch"", ""cross-domain imitation attacks""],
    ""Q4"": ""None""
}"
2197,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial robustness evaluations"", ""Deep neural networks"", ""Adversarial examples"", ""Defense evaluation"", ""Attack unit tests""],
    ""Q4"": [""Deep Learning""]
}"
2202,"{
    ""Q1"": ""Data extraction attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""deep neural networks"", ""autoencoder"", ""secret messages"", ""probabilistic models"", ""SinGAN"", ""generative adversarial networks"", ""embedding key""],
    ""Q4"": [""image""]
}"
2215,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""masked generative adversarial network (MaskedGAN)"", ""image generation"", ""GAN training"", ""limited data"", ""spatial masking"", ""spectral masking"", ""holistic learning"", ""network architectures"", ""CNNs"", ""BigGAN"", ""StyleGAN-v2"", ""Transformers"", ""TransGAN"", ""GANformer"", ""datasets"", ""CIFAR-10"", ""CIFAR-100"", ""ImageNet"", ""100-shot"", ""AFHQ"", ""FFHQ"", ""Cityscapes""],
    ""Q4"": [""image generation""]
}"
2225,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Mutual Information Divergence"", ""Multimodal Generative Models"", ""Text-to-image generation"", ""Image captioning"", ""Machine intelligence"", ""Evaluation"", ""Generation"", ""Metrics"", ""CLIP features"", ""Consistency"", ""Sample parsimony"", ""Robustness""],
    ""Q4"": ""None""
}"
2232,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Momentum Adversarial Distillation"", ""Large Distribution Shifts"", ""Data-Free Knowledge Distillation"", ""Transferring knowledge"", ""Synthetic data"", ""Student network"", ""Teacher network"", ""Adversarial training"", ""EMA copy"", ""Generator""],
    ""Q4"": [""ImageNet"", ""Places365""]
}"
2233,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial Markov Decision Processes"",""Follow-the-Perturbed-Leader"",""Regret minimization"",""Online-Mirror-Descent"",""Bandit feedback"",""Delayed bandit feedback"",""Communicating AMDPs"",""No-regret algorithm"",""Offline planning oracle""],
    ""Q4"": []
}"
2279,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""Multiverse analysis"", ""Robust and generalizable claims"", ""Machine learning research"", ""Gaussian Process surrogate"", ""Bayesian experimental design"", ""Model performance"", ""Adaptive optimizers"", ""Learning rate"", ""Large batch training generalization gap"", ""Reproducibility""],
    ""Q4"": []
}"
2774,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Foundation Model"", ""Robustness"", ""Pretrained"", ""Group shifts"", ""Adapters"", ""Zero-shot classification""],
    ""Q4"": [""None""]
}"
2254,"{
""Q1"": ""None"",
""Q2"": ""Specific adversarial defence methods"", 
""Q3"": [""multiscale online learning"", ""full-information online learning"", ""worst-case regret"", ""statistical margin assumptions"", ""multiscale extension"", ""loss ranges of the experts"", ""worst-case robustness"", ""adaptation to easy data"", ""optimism"", ""two-player zero-sum games"", ""scale-adaptive algorithm"", ""Freund's 2016 open problem""],
""Q4"": ""None""
}"
2260,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Tradeoff"", ""Robustness"", ""Fairness"", ""Adversarial training"", ""Perturbation radii"", ""Class-wise disparity"", ""Linear models"", ""Mixture Gaussian distribution"", ""Mitigate"", ""Effectiveness""],
    ""Q4"": ""None""
}"
2263,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""data poisoning attacks"", ""membership exposure"", ""dirty-label attack"", ""clean-label attack"", ""transfer learning"", ""computer vision benchmarks"", ""membership inference precision"", ""countermeasures""],
    ""Q4"": ""None""
}"
2725,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial team games"", ""Equilibrium approximation"", ""Subgame solving"", ""Multiple players"", ""Cooperation"", ""Competition"", ""Information asymmetry""],
    ""Q4"": []
}"
2273,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""AlphaZero"", ""Adversarial Perturbations"", ""Go"", ""Adversarial examples"", ""Semantically equivalent"", ""Meaningless moves"", ""Inferior action"", ""Policy-Value neural network"", ""Monte Carlo tree search"", ""NoGo"", ""KataGo""],
    ""Q4"": [""Go""]
}
"
2284,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""convolutional neural networks"",""robustness"",""adversarial examples"",""frequency bias"",""Shapley value"",""frequency domain"",""adversarial training"",""adversarial attack"",""data augmentation""],
    ""Q4"": [""image classification""]
}"
2295,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Online convex optimization"", ""Regret bounds"", ""Stochastic"", ""Adversarial"", ""Smoothness""],
    ""Q4"": []
}"
2296,"{
  ""Q1"": ""None"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""structured prediction"",""tree-shaped objects"",""syntactic dependency parsing"",""maximum likelihood"", ""margin"", ""risk minimization"", ""non-convex problem"", ""regularization"", ""probabilistic interpretation"", ""moment-based distributionally robust optimization"", ""worst-case expected loss"", ""bounded moment divergence"", ""algorithms"", ""Fisher consistency"", ""convergence rates"", ""generalization bounds"", ""dependency parsing benchmarks""],
  ""Q4"": [""Dependency parsing""]
}"
2297,"{
  ""Q1"": ""Evasion attack"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""Adversarial perturbations"", ""Deep reinforcement learning"", ""Robustness"", ""Worst-case-aware"", ""Robust training framework"", ""RL"", ""Bounded l_p attacks""],
  ""Q4"": None
}"
2303,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Generative Adversarial Networks"", ""Discriminator"", ""Synthesis Performance"", ""GANs"", ""Data regimes"", ""Image Synthesis""],
    ""Q4"": [""2D"", ""3D-aware image synthesis""]
}"
2305,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""winning tickets"", ""lottery ticket hypothesis"", ""magnitude pruning"", ""sparse"", ""deep networks"", ""performance"", ""data-limited regimes"", ""recognizers"", ""low data regimes"", ""datasets"", ""long-tailed classification"", ""generalizable"", ""robust""], 
    ""Q4"": [""image recognition""]
}"
2322,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Robust Binary Models"", ""Pruning Randomly-initialized Networks"", ""Adversarial attacks"", ""Model capacity"", ""Memory footprint"", ""binary networks"", ""Strong Lottery Ticket Hypothesis"", ""Binary initialization scheme"", ""Batch normalization layer"", ""Training stability""],
    ""Q4"": [""None""]
}"
2327,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [ ""Low-Curvature Neural Networks"", ""Curvature"", ""Adversarial robustness"", ""Gradient stability"", ""Centered-softplus"", ""Lipschitz-constrained batch normalization""],
    ""Q4"": ""None""
}"
2343,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Tabular setting"", ""Outcome heterogeneity"", ""Subgroup analysis"", ""Predictive confidence"", ""Aleatoric uncertainty"", ""Data-IQ"", ""Stratification"", ""Medical datasets"", ""ML model selection""],
    ""Q4"": [""Healthcare""]
}
"
2354,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Out-of-distribution detection"", ""Deep learning classifiers"", ""Probabilistic framework"", ""Regularization constraints"", ""Density consistency"", ""Contrastive distribution regularization"", ""Neural network classifiers""],
    ""Q4"": [""Computer vision benchmarks""]
}
"
2363,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Collaborative inference"", ""Inference-time attacks"", ""Block-sparse nature of adversarial perturbations"", ""Redundancy across embedded features"", ""Lower dimensional manifold"", ""Certifiably robust"", ""Feature purification"", ""Untargeted distributed feature-flipping attack"", ""ExtraSensory dataset"", ""NUS-WIDE dataset""],
    ""Q4"": [""ExtraSensory dataset"", ""NUS-WIDE dataset""]
}"
2401,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Bayesian Spline Learning"", ""Equation Discovery"", ""Nonlinear Dynamics"", ""Quantified Uncertainty"", ""Robustly distilling explicit model forms"", ""Sparse data"", ""Noise"", ""Uncertainty"", ""Spline basis"", ""Derivatives"", ""Bayesian uncertainty calibration"", ""Sparsity"", ""Alternative direction optimization""],
    ""Q4"": [""Nonlinear dynamical systems""]
}"
2407,"{
  ""Q1"": ""None"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""Deep Reinforcement Learning"", ""Value function optimization"", ""Online network"", ""Target network"", ""DQN"", ""Rainbow"", ""Noisy updates"", ""Performance improvements"", ""Atari benchmark""],
  ""Q4"": [""Reinforcement Learning""]
}"
2419,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Neural Ordinary Differential Equations (NODEs)"", ""Weight sparsity"", ""Feature sparsity"",""Out-of-distribution (OOD) generalization"", ""Forecasting"", ""Dynamics identification"", ""Regularization technique"", ""Challenging benchmarks"", ""Spurious feature dependencies"", ""Predictions under interventions"", ""Inferring true underlying dynamics""],
    ""Q4"": [""Human motion capture"", ""Human hematopoiesis single-cell RNA-seq data""]
}
"
2424,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""reinforcement learning"", ""policy evaluation"", ""on-policy sampling"", ""off-policy sampling"", ""Monte Carlo estimator""],
    ""Q4"": []
}"
2443,"{
    ""Q1"": ""Another type of attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Algorithmic pricing"", ""Economic platforms"", ""AI collusion"", ""Reinforcement learning"", ""Decentralized pricing"", ""Buy boxes"", ""Stackelberg POMDPs""],
    ""Q4"": [""Online e-commerce""]
}"
2446,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Human-AI collaboration"", ""Bayesian optimization"", ""Expert feedback"", ""Optimization efficiency""],
    ""Q4"": [""None""]
}"
2459,"{""Q1"":""None"",""Q2"":""None"",""Q3"":[""causal inference"",""counterfactuals"",""A/B testing"",""experimental data"",""observational data"",""estimands"",""sharp bounds"",""covariates"",""robust inference"",""algorithm"",""conservative bounds"",""career counseling""],""Q4"":[""unemployed""]}"
2464,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""square loss"", ""classification"", ""overparametrized neural networks"", ""neural tangent kernel"", ""generalization error"", ""robustness"", ""calibration error"", ""separable classes"", ""misclassification rate"", ""margin""],
    ""Q4"": [""Synthetic low-dimensional data"", ""Real image data""]
}"
2472,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""open-vocabulary models"", ""image classification"", ""model patching"", ""PAINT"", ""fine-tuning"", ""zero-shot performance"", ""model scale"", ""transfer learning"", ""typographic attacks"", ""CLIP""],
    ""Q4"": [""ImageNet""]
}
"
2473,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Implicit Nonlinear Diffusion Model (INDM)"", ""Diffusion Models"", ""Linear Diffusion"", ""Nonlinear Diffusion"", ""Normalizing flow"", ""Latent space"", ""Flow network"", ""Maximum Likelihood Estimation (MLE)"", ""Generative distribution"", ""Data distribution"", ""Score-based diffusion models""],
    ""Q4"": []
}"
2490,"{
  ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
  ""Q2"": ""Specific adversarial defence methods"", 
  ""Q3"": [""label noise"", ""adversarial training"", ""robust overfitting"", ""perturbation radius"", ""data quality"", ""double descent"", ""calibration"", ""performance improvements"", ""models"", ""datasets""], 
  ""Q4"": [""None""]
}"
2501,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Domain adaptation"", ""GANs"", ""Hypernetwork"", ""Fine-tuning"", ""Regularization loss"", ""Multi-domain adaptation""],
    ""Q4"": [""None""]
}"
2505,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""causal inference"", ""unmeasured confounding"", ""conditional average treatment effect"", ""tree-based models"", ""observational data"", ""historical controls"", ""gradient boosting""],
    ""Q4"": [""credit card balance""]
}"
2513,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [ ""Polynomial Networks"", ""PNs"", ""Robustness"", ""Certificates"", ""Verification"", ""ReLU neural networks"", ""NNs"", ""Branch and bound"", ""BaB"", ""Interval bound propagation"", ""IBP"", ""DeepT-Fast"", ""MNIST"", ""CIFAR10"", ""STL10"" ],
    ""Q4"": [""image recognition""]
}
"
2544,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Dale's principle"", ""neural networks"", ""recurrent spiking neural networks"", ""rate-based networks"", ""synaptic noise"", ""learning mechanisms"", ""biologically-inspired artificial neural networks""],
    ""Q4"": [""Biological""]
}"
2547,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Concept removal"", ""Concept detection"", ""Probing classifier"", ""Adversarial methods"", ""Task-relevant features"", ""Representation space"", ""Spuriousness metric""],
    ""Q4"": [""Fairness""]
}"
2563,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Hidden trigger backdoors"", ""Poisoning attack"", ""Neural networks"", ""Scalable"", ""Training data tampering"", ""Gradient matching"", ""Data selection"", ""Target model re-training""],
    ""Q4"": [""ImageNet""]
}"
2603,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Semidefinite programming"", ""Linear programming"", ""Quadratically-constrained quadratic programming"", ""Online"", ""Augmented"", ""Predictor"", ""Approximating"", ""Optimal solution"", ""Constant-factor approximation"", ""Consistency"", ""Robustness"", ""Online set cover problem"", ""Machine-learning predictors"", ""Online covering SDP problem"", ""Primal-dual framework"", ""Bounded region"", ""Box constraints""],
    ""Q4"": [""None""]
}
"
2607,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""modular neural architectures"", ""sparsely interacting modules"", ""neural attentive circuits"", ""parameterization"", ""connectivity"", ""end-to-end training"", ""low-shot adaptation"", ""OOD robustness"", ""inference time"", ""diverse data modalities"", ""point-cloud classification"", ""symbolic processing"", ""text-classification""], 
    ""Q4"": [""Natural Language"", ""Visual Reasoning"", ""CIFAR"", ""Caltech-UCSD Birds"", ""Tiny ImageNet-R""]
}"
2619,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial robustness evaluations"", ""Gradient-based attacks"", ""Machine-learning models"", ""Attack failures"", ""Optimization"", ""Debugging"", ""Indicators of failure""],
    ""Q4"": [""Application domains""]
}"
2624,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Graph Neural Networks"", ""Adversarial defenses"", ""Robustness analysis"", ""Custom adaptive attacks"", ""Perturbed graphs"", ""Non-adaptive attacks""],
    ""Q4"": ""None""
}"
2625,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial robustness"", ""Lazy training"", ""Random neural networks"", ""Gradient ascent"", ""Over-parametrized neural networks"", ""Generalization"", ""Computational guarantees""],
    ""Q4"": ""None""
}
"
2627,"{
    ""Q1"":""None"",
    ""Q2"":""Other aspects of adversarial machine learning"",
    ""Q3"":[""Generative flow networks"",""GFlowNets"", ""Stochastic policy"", ""Compositional objects"", ""Graphs"", ""Strings"", ""Unnormalized density"", ""Action sequences"", ""Credit assignment"", ""Temporal difference learning"", ""Trajectory balance"", ""Efficient credit propagation""],
    ""Q4"":""None""
}"
2635,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""invariant learning"",""environment diversification"",""multi-head neural network"",""distributional shifts"",""empirical risk minimization"",""causal features""],
    ""Q4"": [""None""]
}
"
2645,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Cryo-Electron Microscopy"", ""3D structures"", ""biomolecules"", ""noisy 2D images"", ""projection directions"", ""group synchronization framework"", ""relative poses"", ""image pose estimation"", ""multi-frequency vector diffusion maps"", ""MFVDM"", ""O(2) relative poses""],
    ""Q4"": [""Cryo-EM"", ""biomolecules"", ""imaging method"", ""3D reconstruction algorithm""]
}"
2649,"{
""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
""Q2"": ""Specific adversarial defence methods"",
""Q3"": [""robust reinforcement learning"", ""RL"", ""model parameters"", ""uncertainty"", ""Robust Fitted Q-Iteration"", ""RFQI"", ""offline data"", ""minimization"", ""Bellman operator"", ""optimization"", ""unbiased estimation""],
""Q4"": [""Reinforcement learning""]
}"
2653,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""Task discovery"", ""Generalization"", ""Deep learning models"", ""Inductive biases"", ""Learning framework"", ""Statistical patterns"", ""Adversarial train-test splits"", ""Human-interpretability""], 
    ""Q4"": []
}"
2654,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Tree-based models"", ""Robustness"", ""Interpretability"", ""Decision stump ensembles"", ""Dynamic programming"", ""Certifying"", ""Randomized smoothing"", ""MLE-optimal training method"", ""Boosting approaches"", ""Certified accuracy"", ""Computer vision"", ""Tabular data""],
    ""Q4"": [""Finance"", ""Medicine""]
}
"
2671,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Deep neural networks"",""Backdoor detection"",""Poisoned data"",""Channel shuffling"", ""Randomized channel shuffling"",""Minimal-overhead"",""Clean data-free setting"",""AUROC""],
    ""Q4"": [""CIFAR-10"",""GTSRB"",""Tiny ImageNet"",""AlexNet"",""ResNet-20"",""SENet-18"",""BadNets"",""Clean label attack"",""WaNet""]
}
"
2680,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""Weak supervision"", ""Structured prediction"", ""Pseudolabels"", ""Binary classification"", ""Finite metric space"", ""Pseudo-Euclidean embeddings"", ""Tensor decompositions"", ""Constant-curvature Riemannian manifolds"", ""Invariants"", ""Noisy labels"", ""Robustness guarantees""], 
    ""Q4"": ""None""
}"
2681,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [
        ""Concept bottleneck models"",
        ""Intermediate level of human-like concepts"",
        ""Concept Embedding Models"",
        ""interpretable high-dimensional concept representations"",
        ""task accuracy""
    ],
    ""Q4"": []
}"
2686,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""concept credible models"", ""shortcuts"", ""robust"", ""accurate"", ""biased training data"", ""mitigating"", ""domain knowledge""], 
    ""Q4"": [""None""]
}"
2689,"{
 ""Q1"": ""Evasion attack"",
 ""Q2"": ""Specific adversarial attack methods"",
 ""Q3"": [""backdoor attack"", ""target class"", ""malicious input"", ""trigger"", ""class-conditional generative model"", ""optimization framework"", ""MNIST"", ""CIFAR10"", ""GTSRB"", ""TinyImageNet"" ],
 ""Q4"": [""None""]
}
"
2720,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Robustness"", ""Smoothness"", ""Generalized SignSGD"", ""Non-convex optimization"", ""Deep learning"", ""Adam-type algorithms"", ""Unbounded smoothness"", ""Gradient descent"", ""Momentum"", ""Noise"", ""Mini-batch""],
    ""Q4"": [""Deep learning tasks""]
}"
2724,"{
 ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
 ""Q2"": ""Specific adversarial defence methods"",
 ""Q3"": [""Fairness"", ""Machine Learning"", ""Model Performance"", ""Data Distribution"", ""Subpopulation Decomposition"", ""Optimization Problem"", ""Certification Framework"", ""Sensitive Shifting"", ""General Shifting"", ""Real-world datasets"", ""Non-skewness constraints"", ""Distributional robustness bounds"", ""Gaussian data""],
 ""Q4"": [""Medical insurance"", ""Education"", ""Hiring decisions""]
}"
2730,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Stochastic optimization"", ""Energy-based model"", ""Decision-focused learning"", ""Predictive modeling"", ""Implicitly differentiable optimization layer"", ""Training efficiency"", ""KKT conditions"", ""Maximum likelihood loss"", ""Distribution-based regularizer"", ""Self-normalized importance sampler"", ""Gaussian mixture proposal"", ""Power scheduling"", ""COVID-19 resource allocation"", ""Non-convex adversarial security game""],
    ""Q4"": [""Power scheduling"", ""COVID-19 resource allocation""]
}"
2734,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""AutoML"", ""Diverse Tasks"", ""Modern Methods"", ""Efficiency"", ""Scale"", ""2020s competition"", ""benchmark"", ""automated machine learning"", ""non-deep-learning AutoML"", ""hyperparameter optimization"", ""meta-learning"", ""neural architecture search"", ""unsupervised pretraining"", ""practical applications"", ""scientific"", ""technological"", ""industrial domains"", ""computational budget"", ""performance profiles methodology"", ""monetary prizes""], 
    ""Q4"": [""scientific"", ""technological"", ""industrial""]
}
"
2737,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Trojan detection"", ""Trojan attacks"", ""Neural networks"", ""Security"", ""ML systems"", ""Offense-defense balance""],
    ""Q4"": [""Trojans""]
}"
2747,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Cross-domain meta-learning"", ""few-shot image classification"", ""any-way any-shot setting"", ""meta-learn"", ""practical domains"", ""scalability"", ""robustness to domain changes"", ""generalization ability""],
    ""Q4"": [""healthcare"", ""ecology"", ""biology"", ""manufacturing""]
}
"
2748,"{
    ""Q1"": ""Poisoning attack"", 
    ""Q2"": ""Specific adversarial attack methods"", 
    ""Q3"": [""Autoregressive"", ""Data Poisoning"", ""Unlearnable"", ""Adversarial training"", ""Data augmentations""], 
    ""Q4"": None
}"
2750,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""multi-agent reinforcement learning"", ""centralized training"", ""reward shaping"", ""decentralized training"", ""sparse rewards"", ""self-supervised intrinsic reward"", ""expectation alignment"", ""animal collaboration"", ""agent coordination"", ""zero-shot coordination""], 
    ""Q4"": [""multi-agent particle"", ""Google Research football""]
}"
